uniqueid,productname,shippingweight,weight_kg,price
538f32eebad4bbe1348098ef7b52bb6e,Power Grid: Northern Europe/UK & Ireland Recharged,1.15 pounds,0.5,19.95
619e7963f8292dadad265b5efc7d32db,"Chickenfoot To Go, Number Dominoes",1.15 pounds,0.5,14.99
c42fffcd76a35d23e56664e4fc1e33ac,Funko Royal Family Series Collectors Set,1.15 pounds,0.5,18.46
afe0f32d8e82efe93aaab4c2eb8d6a93,Tic Tac Two – Strategy-Based Board Game for Families,1.15 pounds,0.5,11.67
ed9cef30b7f7a3f61b51aba129464e75,"Discovery Build & Color Your Own Glowing Volcano by Horizon Group USA, Great Stem Science Kit, Perform Science Fair Experiments with DIY Fizzy & Lava Eruptions",1.15 pounds,0.5,13.69
e71aec2710b6f2435693a5ebf7313381,Disney Mickey Mouse Advent Calendar (Amazon Exclusive),1.15 pounds,0.5,29.99
4a7000e32560e937457feef6ed64acbc,Revell 91 Ford F-350 Duallie Pickup Model Kit,1.15 pounds,0.5,19.99
d8df58ff23a9601f29e846fbcacd3696,BRIO World - 33510 Remote Control Travel Train | 4 Piece Train Toy for Kids Ages 3 and Up,1.15 pounds,0.5,39.99
6aaa19b3539e17d5adb109baa42b0acf,Buffalo Games Star Wars - Original Trilogy Posters - 1000 Piece Jigsaw Puzzle,1.15 pounds,0.5,9.99
9c1dd9347ebfa5e6daa38775eb6e089d,IDW Games Usagi Yojimbo Traitors of The Earth Premium Puzzle,1.15 pounds,0.5,22.57
315a457fd9c447114c2c9e8ee88314c7,Marvel Spider-Man LED Canvas Wall Art,1.15 pounds,0.5,17.90
366f0f78e6328320b223e40ff264496f,Learning Resources Feet By The Foot,1.15 pounds,0.5,24.99
5fcc62e2fd1fc787cdfdbdd3cc20ba3c,Lauri Stringing Pegs & Pegboard Set,1.15 pounds,0.5,19.99
f4cbc327fa0ab88e33b09b8b05d05dc7,"Learning Resources Mini Motors Counting and Sorting Fun Set, Early Math Skill, Set of 72, Ages 3+",1.15 pounds,0.5,17.19
6c8c25a4d8b22b52b9c22ae69118e568,"Aurora Prestige Disney Princess Sleeping Beauty Costume, One Color, Small/4-6X",1.15 pounds,0.5,57.70
5d2bc035186410feb8a74d3e8b177dfa,"FurReal Walkalots Big Wags Llama Interactive Pet Toy, Sounds & Motion, Ages 4 & Up",1.15 pounds,0.5,13.79
b3b819a172a61cbaf03b9c3e8dce2a69,Americana Souvenirs and Gifts The 50'S Jigsaw Puzzle (750-Piece),1.15 pounds,0.5,14.99
abac20e8dd15df06bcf8a42f3547d006,Bendon Elena of Avalor Wooden Doll Magnetic Dress Up Kit (AS99092),1.15 pounds,0.5,13.50
82b4f7e0483cd32425769f915e97760a,Transformers Playskool Heroes Rescue Bots Night Rescue Heatwave,1.15 pounds,0.5,19.99
f49c91ff878d746b9dd2b43112f79036,COBI Small Army PZL P-23B Karaś,1.15 pounds,0.5,34.99
ef2d070bd6c92e15c6886bb0ffa5d130,"dreamGEAR My Arcade Learning Pad Educational Toy: 70 Brain and Puzzle Games, Over 200 Retro Style Games, Listen to Stories, Sing Songs, Play Games, 2.75 Inch Color Display, Battery Powered",1.15 pounds,0.5,40.53
32056485d684c118cfcf839c0510bfbb,"Steiff 064623 Kango Kangaroo Plush Animal Toy, Beige Tipped",1.15 pounds,0.5,107.00
ea59c80bcb5f1d81eec9998c2243c503,"Craft Outlet Ragged Andy Doll, 24-Inch",1.15 pounds,0.5,31.67
60992805920c904cfa2c098993fe1d4d,"Tamiya America, Inc 1/35 SdKfz 7/1 Halft, TAM35050",1.15 pounds,0.5,28.00
ea3c3f8f00ca7864d6ae1915489fa80b,Dragon Boat,1.15 pounds,0.5,12.99
582b51a75511d8fffbc54c4590a174aa,"Lionel Electric O Gauge Model Train Accessories, Plug-Expand-Play Art Operating Billboard",1.15 pounds,0.5,54.99
3e2eb93619c7066e7e1818b32f3cc90c,"LEGO Minecraft The Blaze Bridge 21154 Building Kit, New 2019 (370 Pieces)",1.15 pounds,0.5,34.97
832715aec7648f60b19b42725bc0350d,"Belle Prestige Disney Princess Beauty & The Beast Costume, X-Small/3T-4T",1.15 pounds,0.5,22.65
848fe16e1381f7ec7dd1d8ffa9fb6c76,COBI Historical Collection Junkers Ju 87G German Dive Bomber,1.15 pounds,0.5,41.99
637999973a481b023bf40927cc9ec6fc,"Princess Paradise Harry Potter Moaning Myrtle Child's Costume, X-Small/Small",1.15 pounds,0.5,39.99
34f53c63a74f4289ac29356257d1e361,"StealStreet 42235 Traditional Chinese Lucky Cat Ceramic Piggy Bank, 6.8"", Black",1.15 pounds,0.5,21.23
7592f32e722a85592da631c73f263c1a,Rubie's Costume Classic Star Wars Darth Vader Fence Decoration (2 Piece),1.15 pounds,0.5,18.50
0cb1fec0e03f4331cdcd9f8930381962,"LEGO DC Batman Batmobile: Pursuit of The Joker 76119 Building Kit, New 2019 (342 Pieces)",1.15 pounds,0.5,24.00
9d60669fdca46e216331fef979bc5c0c,Super Wings - Toy RC Vehicle | Remote Control Donnie,1.15 pounds,0.5,14.97
af10ce418f01862b52b5b3a0e207ff95,"Rubie's Looney Tunes Pepe Le Pew Girls Hooded Costume, Small",1.15 pounds,0.5,26.94
5fa96d4558fede8d261f86a8526b6f56,Mega Construx Pokemon Detective Pikachu Hi-Hat Café,1.15 pounds,0.5,29.74
5d0568265cae67045c1197f79dc75299,"Manhattan Toy Baby Stella Boy Soft First Baby Doll for Ages 1 Year and Up, 15""",1.15 pounds,0.5,23.09
d9b0947a32a80da73722b3dccd437c75,Walthers Cornerstone Series Kit HO Scale Freight Office Kit,1.15 pounds,0.5,37.99
d1bc42dab3cb0ab4c5c9ed3ecc2a8e80,"Geomag Magicube Dinosaurs, 7 Magnetic Cubes for Creative Play, Kids Ages 3+, Educational Construction Toys Set",1.15 pounds,0.5,29.67
30b04ef05830f2d00a2d4822dedc3d99,Melissa & Doug Barnyard Wooden Jigsaw Puzzle (24 pcs),1.15 pounds,0.5,7.99
113f8cb6988b3235405e001c929c54c0,Barbie Breakfast Playset with Stacie Doll,1.15 pounds,0.5,14.99
f45121084f4252e0f5557292ab6edaee,"Bee Paper Company 926T30-8511 Bleedproof Marker Pad, 8-1/2-Inch by 11-Inch",1.15 pounds,0.5,9.99
d7628c1d3b608edd59f3aae2e23938db,John N. Hansen Travel Magnetic Walnut Chess Set,1.15 pounds,0.5,31.97
7a89cb05a6aeaca3a9b18da701eb97d1,"MasterPieces NFL USA Map Jigsaw Puzzle, United States of Football, 500 Pieces",1.15 pounds,0.5,12.99
6d2cce1729fb72fff6ee2373a90d6b5e,Hasbro Pie Face Game,1.15 pounds,0.5,15.99
8dfe6cfe193bcc0d29846b5debba3371,"Monster High Sweet 1600 Deluxe Draculaura Costume, Small",1.15 pounds,0.5,29.59
61b87c8a62ef3acb97c6da6118c9f874,"Galison Feathers 500 Piece Jigsaw Puzzle for Adults and Families, Bird Feather Foil Puzzle with 500 Pieces and Bird Feathers from Around The World",1.15 pounds,0.5,14.99
b830ade3354708b13a17e38f269ca342,"Beistle 55839-W 24-Piece Foil Star Cutouts, 12-Inch",1.15 pounds,0.5,32.40
2fbfceabf97914715da395fd9a97863e,"Bburago 18-21067GRY 1/24 Mercedes Benz Sl 500, Multicolor",1.15 pounds,0.5,20.99
3f7200e31bff05b103be00600d800d34,Go Matria,1.15 pounds,0.5,10.22
b4ab160165b547470ee776a8c5b58ac9,"Nerf Vendetta N-Force Double Sword Toy -- Includes 2 Foam Blades with Plastic Core -- for Kids, Teens, Adults, Brown (Amazon Exclusive)",1.15 pounds,0.5,33.05
c23c47f210bcaea1b83a48a89894112c,"Hampton Nautical Captain's Chrome/Leather Spyglass Telescope with Black Rosewood Box, 14""",1.15 pounds,0.5,39.15
5c7639878ef351b1e9afec4c1b79ee8d,"Wallmonkeys GEN-16415-36 WM140707 Cute Baby Brown Cartoon Moose Peel and Stick Wall Decals (36 in H x 29 in W), Large",1.16 pounds,0.5,45.63
0a92735f743c2688475fb229ccd9f549,California Costumes Sedusa Costume for Adults,1.16 pounds,0.5,49.99
aab6fc70f1fafa23b4beffa705dab35f,Cra-Z-Art Glue & Adhesives (Office Essentials) Glue Washable,1.16 pounds,0.5,2.97
8584ea17c9a5bbbcb40863a411be7fd5,Indie Boards & Cards Grifters Nexus Games,1.16 pounds,0.5,18.00
baf7bf18c392eea56adcbbf54d25b27e,Alex Pretend Melody Mixer Piano Kids Music Activity,1.16 pounds,0.5,29.39
6f90419ca28a3c578186656295bb2047,"Didax Problem Solving Practice Cards, Grade 3",1.16 pounds,0.5,14.91
fd70fe6197e68435d7de0026ad1186b6,Wallmonkeys Cute Baby Blue Cartoon Wall Decal Peel and Stick Graphic (36 in W x 26 in H) WM308169,1.16 pounds,0.5,39.96
b178f40209b92efe5ff8426be5e90aa7,"Wallmonkeys GEN-16418-36 WM53182 Cute Baby Green Cartoon Snake Peel and Stick Wall Decals (36 in H x 30 in W), Large",1.16 pounds,0.5,39.96
91bcb6b951e83fd83b0b0eb7884a6b61,Ceaco Crowd Pleasers Collection by Jan Van Haasteren The Beach Puzzle (1000 Piece),1.17 pounds,0.5,25.50
3ab352a6090b6094ca2c35e468289271,The Epic Beard Game,1.17 pounds,0.5,15.94
055b89e261e69b865c9355be3ec6e692,Lion King Pumbaa Pass Game,1.17 pounds,0.5,16.99
3ff8802465c11f41274674b0d80f5f4a,"The Jigsaw Puzzle Factory Abraham Hunter-Good Old Days Jigsaw Puzzle (1000 Piece), Full-Color",1.17 pounds,0.5,11.99
60c0a9f851415826db7227e21a9b0a83,Industro Stainless Steel Hose Clamps,1.17 pounds,0.5,16.83
742d54de63872d56585ae355c194d471,Disney Princess Slumber Bag Set,1.17 pounds,0.5,17.88
42ae05f86f163dfdbf4088118b778bd2,Princess Paradise Boys' Classic Star Wars Premium Wicket Jumpsuit,1.17 pounds,0.5,50.92
d795733b09333b487db7a17fbb6dd0a9,"Darice Wood Barn Bird House, 8-Inch, Natural",1.18 pounds,0.5,19.99
f01417fb4287bb0adfb13da1b5988497,Banana Panda - Let’s Play Animal Bingo - Classic Kids Game for Ages 2 Years and Up,1.18 pounds,0.5,21.99
f13838289147da6ca1d3bdcdb4c5d104,Roma Costume 1 Piece Darling Devil Costume,1.18 pounds,0.5,105.00
efb5da713aaa46e72dd0d8485e061c8a,Megahouse Digimon Stuffed Collection: Mochimon Plush,1.18 pounds,0.5,24.99
66b35d608c7332c7360a9faaa511cf8b,Saturn V 1:200 Scale,1.18 pounds,0.5,35.32
dd031a035b7b6f776223abacf69cdb09,"Rubie's Marvel Avengers: Endgame Child's Deluxe Falcon, Medium",1.18 pounds,0.5,25.17
40227a9b5ad6f56c16bf098d4fbb971d,"amscan Silver Wedding Beverage Napkins | Wedding and Engagement Party, 192 Ct.",1.18 pounds,0.5,45.19
41fa5a2332e5c062b2b8f2b14daa5e5e,COBI Small Army DW Twin-Turret Tank,1.19 pounds,0.5,51.39
1d6d1a47bc11a7549b994c0e8cbd8804,"Corolle Bebe Bath Oceane - 12""",1.19 pounds,0.5,39.47
6932ffb2c1475a79312b47f46b24e64a,Indie Boards and Cards Flash Point Fire Rescue 2nd Story,1.19 pounds,0.5,14.99
6971f7cfe374b872707b77ebfc07bfa1,John Deere Tractor With Bale Mover,1.19 pounds,0.5,16.68
d318f187e01231c815947371858e35ee,"Toy Story GDB92 Disney Pixar Ultimate Walking Buzz Lightyear, 7"", Multi",1.19 pounds,0.5,32.95
dc978ca014797c7f717229e88dcbbd08,Line 6 Sonic Port VX Audio I/O and Stereo Microphone,1.19 pounds,0.5,195.20
b08db16c8ab8615b1aba7b0f6ab9413a,"Kids Karaoke Machine with Microphone, Includes Musical Keyboard & Lights - Battery Operated Portable Singing Machine for Boys and Girls by Hey! Play!",1.19 pounds,0.5,24.15
2fbd6557ec54bd1c2c94cc1400654fc4,"Darice Kids Plastic Bowling Set: Includes 10 Pins, 2 Bowling Balls, 1 Plastic Carrying Caddy",1.19 pounds,0.5,19.94
c70ff96dfda28e1f39ab96ecd849ed5c,Optimus Prime Truck with Robot on Chassis from Transformers Movie Hollywood Rides Series Diecast Model by Jada 30446,1.19 pounds,0.5,24.99
842432694294ffa53b18054d2b7a55d7,"Gigamic - Pylos Mini - Travel size easy to carry, Modern classic abstract strategy game, 2 players, in wood",1.19 pounds,0.5,24.99
8beb8e3fe3f7b655ee46ea99bc356fa0,"Hot Wheels Cyber Crush Monster Truck, 1:24 Scale",1.19 pounds,0.5,15.64
ddadf281a13481c4daee6fe945cc534b,SCHLEICH Hannah's Guest Horses w/ Ruby The Dog,1.19 pounds,0.5,39.80
22000b5b1f3f589357b07224214ec391,DIAMOND SELECT TOYS Marvel Spider-Man Homecoming: Spider-Man (Web Glider Version) Resin Figure Bust,1.19 pounds,0.5,47.99
41d19bd57afc1925a50e1a460b0e8536,Ultra Pro Binder: 9pkt: PRO: Dark GR 82975,1.19 pounds,0.5,22.48
1c669ff9d92aa2e30f0ca9aba06814e1,Bandai #128 Master Gundam and Fuunsaiki 1/144 High Grade Future Century,1.19 pounds,0.5,34.11
92ed50c757ad4c524b28ca3732a2afa9,Star Wars Anakin to Darth Vader Color Change Lightsaber Toy(Discontinued by manufacturer),1.19 pounds,0.5,62.98
27633cffdf413fc07e6849da45f9d3e6,BigWood Boards Lucky Bums Snowball Snowbrick Maker Set,1.2 pounds,0.5,31.50
e90a33df4d9b1e018a14d688bff39092,"Bright Starts Sesame Street Snack & Stroll Cookie Monster Wooden Pull Toy, Ages 12-36 Months",1.2 pounds,0.5,10.99
7ab336058c9ddea0f77a3699e41fa72c,"Edupress Cause & Effect Game, Red Level (EP60602), Package may vary",1.2 pounds,0.5,17.79
3cbc280baa4b44e548e34ce8ce04a079,Melissa & Doug Personalized Vehicles Wooden Peg Puzzle with Sound Effects (8 Piece),1.2 pounds,0.5,18.29
ad4941365a53d21f8b7745fe4a7577d7,"MasterPieces Cruisin' Route 66 Jigsaw Puzzle, Phil's Diner, Featuring Art by Bruce Kaiser, 1000 Pieces",1.2 pounds,0.5,15.00
c5519a9ba7bd97784106c083f9be0712,Manhattan Toy Musical Shapes Maraca Wooden Toddler Instrument Toy,1.2 pounds,0.5,7.99
1af647a86d0fd4a126c313258cbe06cd,Springbok Puzzles - Americana - 500 Piece Jigsaw Puzzle - Large 18 Inches by 23.5 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces,1.2 pounds,0.5,13.69
4b6b86b2b3dc1365799a984f9513dfbf,"Perler 42766 Bead Bucket, Multicolor",1.2 pounds,0.5,13.62
30368388cf1fcfa3e7af193c14b3f924,Bigjigs Toys BJ756 Inset Puzzle Numbers,1.2 pounds,0.5,5.99
382b34c16b333a3e0ae9b1380db4cd3c,Chocolatiers,1.2 pounds,0.5,21.41
b7a38a5e44f9b534df48383a498c1897,Mastermind for Kids -- Codebreaking Game Plays on Three Levels,1.2 pounds,0.5,12.33
833fdab8287397a0fa0c19dc6b1e268a,"Glitter Girls by Battat – A Putt with a Cherry on Top! Mini Putt Playset – Toys, Games, and Accessories for 14-inch Dolls – Ages 3 and Up",1.2 pounds,0.5,15.83
7d2028caf69438fa6f02f105f6f0556b,"The Daredevil by Bob Byerley Puzzle, 300-Piece",1.2 pounds,0.5,14.99
b081ebf3d3a6246138788b8039995d54,American Educational Types of Fossilization Collection,1.2 pounds,0.5,10.65
6308fe7ee781814a193e67bd8082d207,"3B Scientific VR1334L Glossy Laminated Paper Human Heart Anatomy and Physiology Chart, Poster Size 20"" Width x 26"" Height",1.2 pounds,0.5,21.00
a0ff07ad68e31823a3bd11e56eed6ba7,Crafty Dab Kids Paints - Set of 10 - Assorted Colors - Scented,1.2 pounds,0.5,19.95
e5d6b931eebf9c12315b8d7cf0d2cb87,Classic Christmas Santa’S Workshop Puzzle - 1000Piece,1.2 pounds,0.5,12.99
11f1eea6314df059ab73f8862248ee93,"Melissa & Doug Water Wow! Water-Reveal Travel Activity Pad 3-Pack - Flip Pad, Colors-Shapes, Mazes",1.2 pounds,0.5,12.30
4a940d45ad23c7f8b0afb91047b0dff6,"DCI Pop Quiz Clock, Black and White, Metal, 11-1/2"" Diameter, Mathematics Teacher Gift, Wall Clock for Classroom, Home, Office",1.2 pounds,0.5,22.29
135eb28eb79737354709dfc96a851b83,"Rose Levy Beranbaum Signature Series RPK001 Rose's All American Pie Kit Includes Rolling Pin, Mat and Fast Tracks Dough Thickness Rails, 18"" x 24.5"", Red",1.2 pounds,0.5,54.99
00e6dc05d1a4f0f74763afb437aecca0,Lauri Pocket Chart Cards - Alphabet Letters,1.2 pounds,0.5,12.99
c9322df8af9357f7826a38a3d7177fb4,Educational Insights Hot Dots Getting Ready for 1st Grade,1.2 pounds,0.5,17.49
f4e06cef5301e0d441ca8103d3acc21b,"The One and Only Kinetic Sand, Beach Day Fun Playset with Castle Molds, Tools, and 12 oz. of Kinetic Sand for Ages 3 and Up - 6037423",1.2 pounds,0.5,9.95
4248efaa24f82862d1d447a95e67dcdd,"7"" Spectrum Bright Foam Balls",1.2 pounds,0.5,59.99
7321f18fd0098b5a1d044a4106624d1e,Rubie's Deluxe Shazam Pedro Child Costume,1.2 pounds,0.5,38.99
11531eab994da18ad3b89041e38bb19f,Ouija Board Game,1.2 pounds,0.5,12.99
4296e3e19360485957c51781eff0f7a8,Nickelodeon New Spring 2018 Slime Splash Hat Game,1.2 pounds,0.5,7.52
411f0842f98232c18b32d8eaa0294852,"Clicformers Speed Wheel 34Pc, Rainbow Colors, Wheels, Construction STEM Toy Set Ages 4+",1.2 pounds,0.5,13.70
50a46c8e56c150feacf702ccfcaf4319,VTech Spinning Tunes Music Player,1.2 pounds,0.5,10.99
cc7d3f6a0c9537c272a922fd1e17a2b1,Schylling Ukelele Music Set,1.2 pounds,0.5,22.98
fba9c2583adebe881a36fca253e28073,Learning Resources Jumbo Farm Counters,1.2 pounds,0.5,17.98
2aad8c6b6d63030c7550bdbc1dae874d,Franklin Sports Indoor Mini Basketballs - 3 Pack - Slam Dunk Approved - Indoor Game Room Replacement Basketballs,1.2 pounds,0.5,24.99
8ba2bb3c61b15e3a2a67c6237a0b34aa,Alex Little Hands String and Beep Kids Toddler Art and Craft Activity,1.2 pounds,0.5,13.53
f2554b1713d3629a996a35d4a788fdeb,Star Wars Being Darth Vader Youth Soft Throw Blanket with Sleeves,1.2 pounds,0.5,20.27
5ade5deabe3dc0f086b827019a883952,Disney Just Play 11998 2Pk Emoji Mickey & Minnie Plush,1.2 pounds,0.5,12.40
7a0d3fce5250a79e7e265f469731fbf2,My Little Pony Singing Rainbow Dash,1.2 pounds,0.5,26.95
da7260dc0c8ae1deb7c5b89faf007bea,"Ceaco Disney Collections Vintage Buttons Jigsaw Puzzle, 750 Pieces",1.2 pounds,0.5,12.99
e7241754ceaa84c901fcbc11fdb2b831,Razor Child Full Face Helmet,1.2 pounds,0.5,39.10
d60dd842c2926406dbedf99654210dbc,Wooden Tangram with Cards - Learning Game,1.2 pounds,0.5,9.99
3b12d995703c80488e2b29764aa853ce,Bigjigs Toys First Posting Box,1.2 pounds,0.5,19.99
642fbc6666c917cecd8be52cf459712d,Thule Cougar/CX2 Child Carrier Rain Cover,1.2 pounds,0.5,57.45
a074a114158f54baa452203e2e26e4b1,"Lulu Jr. Illustory Book Making Kit, Multicolor",1.2 pounds,0.5,29.16
f487629a739516a967d607f160d09a3b,"Colorations CPTMA Powder Tempera, Magenta - 1 lb.",1.2 pounds,0.5,10.33
e5b5903c1b5e8703e26837e6cc10583d,Roylco Inc. R-2113 Tropical Colored Noodles Art-a-roni,1.2 pounds,0.5,12.41
a14864ae4877a640b436050d4d8728c5,"California Costumes Renaissance Queen Child Costume, Large",1.2 pounds,0.5,29.99
ff2bc9b74eccc3404f79909244b997de,Educa I Learn-The Alphabet Game,1.2 pounds,0.5,15.99
518954a2b887f4adc0069f57c04d9248,"hand2mind Demonstration Clings Rainbow Fraction Tiles (Ages 8+) They Cling to Any Smooth Surface, No More Magnets (51 Pieces)",1.2 pounds,0.5,14.99
90a02179c4b10fa87caa3faf23476f39,"Natural Wood GeoSolids Shapes, Set of 19 Blocks",1.2 pounds,0.5,14.65
97c5b8d198cd722c24e29d920af7d746,Puzzled Tower Bridge,1.2 pounds,0.5,8.04
6c6a6ddc6e80da847e0e698d41112c77,"Eureka Dr. Seuss's Cat In Hat Lesson Plan/Record Book Miscellaneous, 40 Weeks, 8.5"" x 11""",1.2 pounds,0.5,12.99
7465337229bc30e7a9b1d9baa9a36899,Disney Finding Dory LED Canvas Wall Art,1.2 pounds,0.5,7.71
f6a236e39ff72955323943d7608523cf,"Earth Rugs 36-CB051 Basket Set, 9"" W x 9"" L, Multicolor",1.2 pounds,0.5,34.22
be88a4f4c47d3bcfe97d5a146551e3c1,Drakon 4th Edition,1.2 pounds,0.5,26.99
b0cf371f3495a18732a3e199c743dae2,McFarlane Toys Stranger Things Demogorgon Deluxe Action Figure,1.2 pounds,0.5,9.99
88c0367a0d6029e6ebd55fa1d29bf6d9,"MasterPieces Educational Spelling Matching Puzzles,",1.2 pounds,0.5,14.99
a78649ecc0c76fef3ccffba0ce8b0591,Small Wold Toys Ryan's Room - Sky High Stacking Blocks,1.2 pounds,0.5,22.98
cb63352c657df39c871c7cf9c31a3a71,Cardinal Industries Shopkins Hedbanz Board Game,1.2 pounds,0.5,9.00
1614833a1bec4c5541e337f0503c095d,My Fairy Garden - Tree Hollow,1.2 pounds,0.5,5.97
b2efe6b2c26a357423ad39011a29ba49,"Melissa & Doug Scratch Art Printmaking Subi Printing Paper - 40 Sheets, 8 Colors",1.2 pounds,0.5,14.98
86ea5f61e2dc6922024aa2a5e2a414b7,Pan Balance,1.2 pounds,0.5,18.64
eb787e617d32fa078d81f8fd41ede8a7,FOCO NCAA Unisex Thematic Elephant Bank,1.2 pounds,0.5,11.41
b03e19a28f389ac8859f1a788e0be21d,Baby Alive Lil SIPS Baby HAS-E0308-AX00 Lil Sips Baby Girl Doll,1.2 pounds,0.5,12.99
439a5b3eb2eda6c8cfd0c246e2154214,"Nickelodeon Paw Patrol LED Canvas Wall Art, 11.5"" x 15.75""",1.2 pounds,0.5,14.99
39808c948003b53116a49e1f7fbaac31,JA-RU Vintage Wood Paddle Ball Party Favor Bundle Pack,1.2 pounds,0.5,15.51
7f13d11a5f3e775c7f9647269912e67e,"Baby Einstein Music Explorer Musical Toy with Lights and Melodies, Ages 3 months +",1.2 pounds,0.5,19.99
fc28c4dc8d5b0acc800e71e0de6daa23,"Eugene Textiles Disney Dumbo: in The Circus Fat Quarter Bundle 12 Pcs, Multi Each",1.2 pounds,0.5,6.99
a1875688de17700ee00f57805bf8d20f,"Kinetic Sand, 1Lb Shimmering Emerald Green Magic Sand for Ages 3 & Up",1.2 pounds,0.5,9.99
af1eb45c3d032866322d3d7fda13db30,Rubie's Costume Yon Rogg Captain Marvel Deluxe Child Costume,1.2 pounds,0.5,17.05
97535d40d6dbc4783d3339a6f57dde09,Rubie's Costume Darth Vader Star Wars Classic Deluxe Child Costume,1.2 pounds,0.5,37.99
6e4a20bb81538f1c4212a8f7ed54df0e,"Stages Learning Materials Link4fun Real Photo Transportation Bingo for Family, Preschool, Kindergarten, Elementary Education: 36 Picture Cards + App",1.2 pounds,0.5,12.99
0bc8143c8ed3e695756d42e42688d6cb,"Intelex My First Warmies Microwavable French Lavender Scented Plush, Elephant, One Size",1.2 pounds,0.5,24.75
28d680720ddc33c38733df622f1edb5e,American Educational Intermediate Geoboard Activity Cards (58 Piece Set),1.2 pounds,0.5,26.38
867051cabb120d8831c6c978b0eff819,Eric Carle The Very Hungry Caterpillar Super Dough Set of 8 Tubs in Vinyl Bag Model Kit,1.2 pounds,0.5,19.60
3491950fbf3947db1d5f1962fea86640,Minion Movie Minion Costume,1.2 pounds,0.5,60.00
2d5ab58970a8fc3f2a7282e1e3d762c3,Mudpuppy Enchanting Princess Puzzle (36 Piece),1.2 pounds,0.5,15.95
224b8f5f87c9f534f4a58d6bc2b20e45,"ARTSCAPE Stella Window Film 24"" x 36""",1.2 pounds,0.5,10.81
7e4e86ae3679c4f42cf34661cd01e6c2,"Nerf N Strike Elite Strongarm Toy Blaster with Rotating Barrel, Slam Fire, and 6 Official Nerf Elite Darts for Kids, Teens, & Adults(Amazon Exclusive)",1.21 pounds,0.5,13.99
089278c9186996353e4bdb08138d7d7c,"Melissa & Doug Shake It! Deluxe Pets Beginner Craft Kit (Confetti-Covered Cat, Dog, and Bunny, 4” x 1.5” Each, Great Gift for Girls and Boys - Best for 3, 4, 5, and 6 Year Olds)",1.21 pounds,0.5,8.54
f96cfdaaf6c815fe444c8b7ce4f6c7fe,Elmo Deluxe Plush,1.21 pounds,0.5,30.84
02784146ed29201f578c1d820db5ebeb,Good Smile Steins; Gate: Kurisu Makise 1: 8 Scale PVC Figure,1.21 pounds,0.5,89.82
74486dbc0a020515653cf8ea2547279f,Animal Adventure | Cuddle Bundles | Woodland Sloth | Super-Soft Machine Washable Blankie & Plush Toy,1.21 pounds,0.5,17.99
de56dd176bf18266ce434b2f4dcbf6dc,Fireside Games Grackles - Board Games for Families - Board Games for Adults,1.22 pounds,0.6,18.44
17294a9a11f9c3c4fd2ae9009ff00577,"Barbie Noodle Bar Playset with Brunette Doll, Workstation, Accessories",1.22 pounds,0.6,14.88
326ebcfaa8d5204b634b5648e88e2fe4,NKOK Sonic and Sega All Stars Racing Remote Controlled Car - Sonic The Hedgehog,1.23 pounds,0.6,26.99
5c987de5f8692ccd546aa3785645e6eb,"Melissa & Doug Mine to Love Jordan 12” Baby Doll (Includes Romper, Cap, Pacifier, Great Gift for Girls and Boys - Best for Babies, 18 Month Olds, 24 Month Olds, 1 and 2 Year Olds )",1.23 pounds,0.6,16.82
baab91821f3a93c31b0d2bfab0f7245b,Tamiya 35157 1/35 U.S. Marine M60A1 Tank Plastic Model Kit,1.23 pounds,0.6,36.20
48fde5021b815d533c97037a5ca2f8fa,The Dead of Night,1.23 pounds,0.6,47.99
9e96161407a562d034b66276fe47feb9,Mega Bloks Thomas & Friends Blue Mountain Team-Up Building Kit,1.23 pounds,0.6,19.87
6ef914da4f8cb896c2fa37afab34050c,"Flyos Games Kiwetin, Various",1.23 pounds,0.6,24.99
2e9fa7217d26fd5d401cfe48c33230f1,Fisher Price Classic Toys - The Farmer Says See 'N Say - Great Pre-School Gift for Girls and Boys,1.23 pounds,0.6,21.00
ca89d5047a2d871b44736b7bbfe9dc24,"Educational Insights Shapes Beanbags for Playroom, Classroom, Set of 8",1.23 pounds,0.6,13.49
becf4aec27e7e4a4b7484137dbd08204,"Crayola Scribble Scrubbie Pets Scrub Tub Animal Toy Set, Gift Age 3+",1.23 pounds,0.6,19.97
b3cc432af8f509f6b69f8142f8457712,Corolle My Big Doll 140330 Large Doctor Set for Baby 36 / 42 cm,1.23 pounds,0.6,24.62
08036a06fea8b3901aa228816b267826,Play-Doh Rex the Chomper,1.23 pounds,0.6,8.49
0e53d0aee886c8ce67121688809df47f,Hansa 5072 Plush,1.23 pounds,0.6,71.25
eb05221494e1901f855707c48b0e983b,DC Collectibles Batman: Arkham Knight: Man-Bat Action Figure,1.23 pounds,0.6,39.99
adaad11c230b075d930d1ac8261ab2df,"Strongarm Nerf N-Strike Elite Toy Blaster with Rotating Barrel, Slam Fire, and 6 Official Nerf Elite Darts for Kids, Teens, and Adults (Amazon Exclusive)",1.23 pounds,0.6,14.99
1215a26d961b590d4486d33b1f4d7cd6,Hot Wheels Monster Jam Titan Truck,1.23 pounds,0.6,15.95
b558654e47e0b1f28ceb5dd1db6ddfa9,"Learning Resources Beaker Creatures Series 2, Assorted Colors, 6-Pack, Ages 5+",1.24 pounds,0.6,23.98
